COD_PRODUCTO,COD_CATEGORIA,COD_CLIENTE,COD_PAIS,COD_VENDEDOR,COD_SUCURSAL,Fecha,Cantidad_Vendida,Monto_Vendido,Precio,Comision_Comercial
P00012,C00001,CLI00628,HON,V00057,SUC00015,24/5/2021,46,510.000,"11086,95652",81.600
P00012,C00001,CLI00628,MEX,V00019,SUC00005,6/6/2018,8,90.000,11250,"0,45"
P00012,C00001,CLI00628,MEX,V00019,SUC00005,6/6/2021,8,90.000,11250,"0,45"
P00012,C00001,CLI00396,URU,V00049,SUC00063,28/3/2019,46,480.000,"10434,78261",81.600
P00012,C00001,CLI00751,ARG,V00058,SUC00024,12/2/2017,47,500.000,"10638,29787",30.000
P00012,C00001,CLI00428,ECU,V00029,SUC00025,11/4/2017,29,330.000,"11379,31034",39.600
P00012,C00001,CLI00428,MEX,V00047,SUC00056,5/2/2016,15,160.000,"10666,66667",25.600
P00012,C00001,CLI00428,MEX,V00047,SUC00056,6/12/2019,15,160.000,"10666,66667",25.600
P00012,C00001,CLI00428,MEX,V00047,SUC00056,5/2/2020,15,160.000,"10666,66667",25.600
P00012,C00001,CLI00389,ARG,V00042,SUC00043,8/9/2018,29,490.000,"16896,55172",34.300
P00012,C00001,CLI00389,ARG,V00042,SUC00043,8/9/2021,29,490.000,"16896,55172",34.300
P00012,C00001,CLI00389,CHI,V00052,SUC00003,25/10/2019,34,360.000,"10588,23529",36.000
P00012,C00001,CLI00343,DOM,V00059,SUC00011,10/4/2017,18,200.000,"11111,11111",26.000
P00012,C00001,CLI00186,GUA,V00056,SUC00017,5/12/2017,33,370.000,"11212,12121",33.300
P00012,C00001,CLI00186,GUA,V00056,SUC00017,5/12/2020,33,370.000,"11212,12121",33.300
P00012,C00001,CLI00705,GUA,V00016,SUC00007,5/5/2018,8,90.000,11250,10.800
P00012,C00001,CLI00705,GUA,V00016,SUC00007,5/5/2021,8,90.000,11250,10.800
P00012,C00001,CLI00772,CRI,V00001,SUC00031,12/7/2018,38,400.000,"10526,31579",64.000
P00012,C00001,CLI00772,CRI,V00001,SUC00031,12/7/2021,38,400.000,"10526,31579",64.000
P00012,C00001,CLI00304,ESP,V00063,SUC00027,23/6/2017,31,330.000,"10645,16129",46.200
P00012,C00001,CLI00304,ESP,V00063,SUC00027,23/6/2020,31,330.000,"10645,16129",46.200
P00012,C00001,CLI00304,PAR,V00044,SUC00042,16/7/2017,47,530.000,"11276,59574",37.100
P00012,C00001,CLI00304,PAR,V00044,SUC00042,16/7/2020,47,530.000,"11276,59574",37.100
P00012,C00001,CLI00658,GUA,V00015,SUC00004,12/5/2019,9,100.000,"11111,11111",10.000
P00012,C00001,CLI00658,URU,V00027,SUC00065,24/8/2017,48,550.000,"11458,33333",44.000
P00012,C00001,CLI00758,CRI,V00060,SUC00022,28/11/2018,23,240.000,"10434,78261",19.200
P00012,C00001,CLI00758,CRI,V00060,SUC00022,28/11/2020,23,240.000,"10434,78261",19.200
P00012,C00001,CLI00677,GUA,V00015,SUC00004,20/1/2017,48,520.000,"10833,33333",67.600
P00012,C00001,CLI00592,CRI,V00055,SUC00052,5/11/2016,20,210.000,10500,33.600
P00012,C00001,CLI00592,DOM,V00035,SUC00016,30/11/2017,37,400.000,"10810,81081",40.000
P00012,C00001,CLI00033,ECU,V00007,SUC00002,26/9/2017,7,80.000,"11428,57143","0,4"
P00012,C00001,CLI00147,CHI,V00023,SUC00059,11/12/2016,37,420.000,"11351,35135",79.800
P00012,C00001,CLI00147,HON,V00020,SUC00032,11/12/2016,39,440.000,"11282,05128",52.800
P00012,C00001,CLI00080,URU,V00041,SUC00058,9/4/2016,36,390.000,"10833,33333",23.400
P00012,C00001,CLI00080,URU,V00041,SUC00058,9/4/2020,36,390.000,"10833,33333",23.400
P00012,C00001,CLI00111,ECU,V00007,SUC00002,22/9/2019,24,280.000,"11666,66667",28.000
P00012,C00001,CLI00111,HON,V00057,SUC00015,21/1/2016,40,810.000,20250,56.700
P00012,C00001,CLI00111,HON,V00057,SUC00015,21/11/2019,40,810.000,20250,56.700
P00012,C00001,CLI00770,ARG,V00053,SUC00006,11/4/2016,35,390.000,"11142,85714",39.000
P00012,C00001,CLI00770,ARG,V00053,SUC00006,11/4/2020,35,390.000,"11142,85714",39.000
P00012,C00001,CLI00770,URU,V00027,SUC00065,12/9/2019,15,170.000,"11333,33333",25.500
P00012,C00001,CLI00475,PER,V00040,SUC00061,23/2/2016,17,190.000,"11176,47059",32.300
P00012,C00001,CLI00475,PER,V00040,SUC00061,24/12/2019,17,190.000,"11176,47059",32.300
P00012,C00001,CLI00475,PER,V00040,SUC00061,23/2/2020,17,190.000,"11176,47059",32.300
P00012,C00001,CLI00183,CHI,V00023,SUC00059,23/7/2019,20,240.000,12000,21.600
P00012,C00001,CLI00739,ARG,V00032,SUC00057,8/1/2018,27,350.000,"12962,96296",31.500
P00012,C00001,CLI00739,ARG,V00032,SUC00057,8/1/2021,27,350.000,"12962,96296",31.500
P00012,C00001,CLI00394,GUA,V00005,SUC00013,22/2/2018,18,190.000,"10555,55556",24.700
P00012,C00001,CLI00394,GUA,V00005,SUC00013,22/2/2021,18,190.000,"10555,55556",24.700
P00012,C00001,CLI00545,CHI,V00008,SUC00033,30/6/2016,14,220.000,"15714,28571",44.000
P00012,C00001,CLI00545,CRI,V00055,SUC00052,20/2/2016,31,340.000,"10967,74194",61.200
P00012,C00001,CLI00545,CRI,V00055,SUC00052,21/12/2019,31,340.000,"10967,74194",61.200
P00012,C00001,CLI00545,CRI,V00055,SUC00052,20/2/2020,31,340.000,"10967,74194",61.200
P00012,C00001,CLI00112,PAR,V00044,SUC00042,15/6/2017,43,530.000,"12325,5814",37.100
P00012,C00001,CLI00112,PAR,V00044,SUC00042,15/6/2020,43,530.000,"12325,5814",37.100
P00012,C00001,CLI00112,DOM,V00054,SUC00040,26/2/2017,42,430.000,"10238,09524",43.000
P00012,C00001,CLI00112,DOM,V00059,SUC00011,29/5/2019,22,230.000,"10454,54545",25.300
P00012,C00001,CLI00602,PER,V00009,SUC00055,12/2/2019,26,330.000,"12692,30769",29.700
P00012,C00001,CLI00274,PER,V00013,SUC00036,18/1/2017,26,300.000,"11538,46154",21.000
P00012,C00001,CLI00042,CHI,V00052,SUC00003,12/6/2016,16,170.000,10625,11.900
P00012,C00001,CLI00102,URU,V00065,SUC00039,8/1/2016,3,40.000,"13333,33333","0,56"
P00012,C00001,CLI00102,URU,V00065,SUC00039,8/11/2019,3,40.000,"13333,33333","0,56"
P00012,C00001,CLI00305,ARG,V00042,SUC00043,10/1/2018,35,390.000,"11142,85714",66.300
P00012,C00001,CLI00305,ARG,V00042,SUC00043,10/1/2021,35,390.000,"11142,85714",66.300
P00012,C00001,CLI00305,PER,V00040,SUC00061,22/6/2018,2,40.000,20000,"0,28"
P00012,C00001,CLI00305,PER,V00040,SUC00061,22/6/2021,2,40.000,20000,"0,28"
P00012,C00001,CLI00732,GUA,V00015,SUC00004,4/11/2017,23,270.000,"11739,13043",45.900
P00012,C00001,CLI00732,GUA,V00015,SUC00004,16/2/2018,2,30.000,15000,"0,57"
P00012,C00001,CLI00732,GUA,V00015,SUC00004,16/2/2021,2,30.000,15000,"0,57"
P00012,C00001,CLI00732,PER,V00040,SUC00061,30/10/2019,35,420.000,12000,21.000
P00012,C00001,CLI00130,GUA,V00015,SUC00004,7/8/2017,49,590.000,"12040,81633",118.000
P00012,C00001,CLI00793,COL,V00031,SUC00054,16/1/2016,6,120.000,20000,15.600
P00012,C00001,CLI00793,COL,V00031,SUC00054,16/11/2019,6,120.000,20000,15.600
P00012,C00001,CLI00535,PAR,V00033,SUC00018,28/11/2018,4,50.000,12500,"0,35"
P00012,C00001,CLI00535,PAR,V00033,SUC00018,28/11/2020,4,50.000,12500,"0,35"
P00012,C00001,CLI00750,PAR,V00025,SUC00049,5/3/2019,17,180.000,"10588,23529",32.400
P00012,C00001,CLI00665,ARG,V00053,SUC00006,26/10/2017,38,440.000,"11578,94737",88.000
P00012,C00001,CLI00665,HON,V00057,SUC00015,18/12/2016,19,210.000,"11052,63158",23.100
P00012,C00001,CLI00564,GUA,V00011,SUC00028,5/11/2018,10,110.000,11000,11.000
P00012,C00001,CLI00564,GUA,V00011,SUC00028,5/11/2020,10,110.000,11000,11.000
P00012,C00001,CLI00303,URU,V00010,SUC00034,21/5/2018,12,150.000,12500,12.000
P00012,C00001,CLI00303,URU,V00010,SUC00034,21/5/2021,12,150.000,12500,12.000
P00012,C00001,CLI00117,PAR,V00002,SUC00047,28/3/2019,3,40.000,"13333,33333","0,44"
P00012,C00001,CLI00105,ECU,V00064,SUC00060,14/9/2019,3,60.000,20000,"0,9"
P00012,C00001,CLI00278,CHI,V00008,SUC00033,8/12/2017,14,150.000,"10714,28571",21.000
P00012,C00001,CLI00278,CHI,V00008,SUC00033,8/12/2020,14,150.000,"10714,28571",21.000
P00012,C00001,CLI00192,ECU,V00036,SUC00029,30/5/2019,38,410.000,"10789,47368",73.800
P00012,C00001,CLI00681,MEX,V00048,SUC00053,14/12/2017,7,90.000,"12857,14286","0,72"
P00012,C00001,CLI00681,MEX,V00048,SUC00053,14/12/2020,7,90.000,"12857,14286","0,72"
P00012,C00001,CLI00681,URU,V00041,SUC00058,27/7/2018,47,500.000,"10638,29787",75.000
P00012,C00001,CLI00681,URU,V00041,SUC00058,27/7/2021,47,500.000,"10638,29787",75.000
P00012,C00001,CLI00182,HON,V00057,SUC00015,24/3/2017,49,690.000,"14081,63265",82.800
P00012,C00001,CLI00050,ARG,V00032,SUC00057,1/12/2017,5,60.000,12000,10.200
P00012,C00001,CLI00050,ARG,V00032,SUC00057,1/12/2020,5,60.000,12000,10.200
P00012,C00001,CLI00397,HON,V00006,SUC00030,16/7/2016,18,200.000,"11111,11111",40.000
P00012,C00001,CLI00003,URU,V00027,SUC00065,6/2/2018,12,150.000,12500,"0,75"
P00012,C00001,CLI00003,URU,V00027,SUC00065,6/2/2021,12,150.000,12500,"0,75"
P00012,C00001,CLI00375,URU,V00065,SUC00039,9/8/2018,41,480.000,"11707,31707",72.000
P00012,C00001,CLI00375,URU,V00065,SUC00039,9/8/2021,41,480.000,"11707,31707",72.000
P00012,C00001,CLI00267,MEX,V00021,SUC00064,25/4/2019,22,260.000,"11818,18182",23.400
P00012,C00001,CLI00267,DOM,V00028,SUC00044,25/4/2019,15,160.000,"10666,66667","0,96"
P00012,C00001,CLI00438,COL,V00039,SUC00012,3/7/2018,33,360.000,"10909,09091",28.800
P00012,C00001,CLI00438,COL,V00039,SUC00012,3/7/2021,33,360.000,"10909,09091",28.800
P00012,C00001,CLI00438,PAR,V00043,SUC00009,1/6/2016,32,370.000,"11562,5",33.300
P00012,C00001,CLI00167,ESP,V00061,SUC00014,31/8/2016,2,30.000,15000,"0,27"
P00012,C00001,CLI00167,ESP,V00061,SUC00014,31/8/2020,2,30.000,15000,"0,27"
P00012,C00001,CLI00167,HON,V00006,SUC00030,4/1/2019,3,40.000,"13333,33333","0,44"
P00012,C00001,CLI00477,ECU,V00036,SUC00029,10/6/2017,19,200.000,"10526,31579",32.000
P00012,C00001,CLI00477,ECU,V00036,SUC00029,10/6/2020,19,200.000,"10526,31579",32.000
P00012,C00001,CLI00775,ESP,V00063,SUC00027,2/1/2018,50,620.000,12400,62.000
P00012,C00001,CLI00775,ESP,V00063,SUC00027,2/1/2021,50,620.000,12400,62.000
P00012,C00001,CLI00775,MEX,V00019,SUC00005,11/10/2018,1,20.000,20000,"0,14"
P00012,C00001,CLI00611,HON,V00057,SUC00015,18/9/2018,48,1.010.000,"21041,66667",50.500
P00012,C00001,CLI00611,HON,V00057,SUC00015,18/9/2021,48,1.010.000,"21041,66667",50.500
P00012,C00001,CLI00514,URU,V00027,SUC00065,17/3/2019,5,60.000,12000,"0,84"
P00012,C00001,CLI00446,URU,V00049,SUC00063,9/11/2017,24,320.000,"13333,33333",32.000
P00012,C00001,CLI00690,HON,V00006,SUC00030,1/1/2017,11,150.000,"13636,36364",24.000
P00012,C00001,CLI00201,PER,V00013,SUC00036,4/9/2016,22,250.000,"11363,63636",40.000
P00012,C00001,CLI00201,PER,V00013,SUC00036,4/9/2020,22,250.000,"11363,63636",40.000
P00012,C00001,CLI00093,DOM,V00035,SUC00016,22/5/2018,22,300.000,"13636,36364",33.000
P00012,C00001,CLI00093,DOM,V00035,SUC00016,22/5/2021,22,300.000,"13636,36364",33.000
P00012,C00001,CLI00203,MEX,V00014,SUC00048,14/1/2016,29,340.000,"11724,13793",64.600
P00012,C00001,CLI00203,MEX,V00014,SUC00048,14/11/2019,29,340.000,"11724,13793",64.600
P00012,C00001,CLI00313,ESP,V00012,SUC00050,11/12/2018,26,380.000,"14615,38462",68.400
P00012,C00001,CLI00313,PER,V00038,SUC00035,3/3/2019,18,220.000,"12222,22222",33.000
P00012,C00001,CLI00313,DOM,V00028,SUC00044,29/9/2016,2,30.000,15000,"0,21"
P00012,C00001,CLI00313,DOM,V00028,SUC00044,29/9/2020,2,30.000,15000,"0,21"
P00012,C00001,CLI00279,GUA,V00016,SUC00007,24/1/2017,47,490.000,"10425,53191",58.800
P00012,C00001,CLI00710,ARG,V00058,SUC00024,10/2/2016,5,60.000,12000,"0,48"
P00012,C00001,CLI00710,ARG,V00058,SUC00024,11/12/2019,5,60.000,12000,"0,48"
P00012,C00001,CLI00710,ARG,V00058,SUC00024,10/2/2020,5,60.000,12000,"0,48"
P00012,C00001,CLI00710,GUA,V00011,SUC00028,21/4/2018,12,140.000,"11666,66667",11.200
P00012,C00001,CLI00710,GUA,V00011,SUC00028,21/4/2021,12,140.000,"11666,66667",11.200
P00012,C00001,CLI00488,MEX,V00048,SUC00053,20/5/2018,28,420.000,15000,75.600
P00012,C00001,CLI00488,MEX,V00048,SUC00053,20/5/2021,28,420.000,15000,75.600
P00012,C00001,CLI00539,ESP,V00063,SUC00027,14/3/2016,34,530.000,"15588,23529",74.200
P00012,C00001,CLI00539,ESP,V00063,SUC00027,13/1/2020,34,530.000,"15588,23529",74.200
P00012,C00001,CLI00539,ESP,V00063,SUC00027,14/3/2020,34,530.000,"15588,23529",74.200
P00012,C00001,CLI00470,HON,V00006,SUC00030,7/8/2019,35,360.000,"10285,71429",68.400
P00012,C00001,CLI00725,CHI,V00052,SUC00003,9/8/2017,3,40.000,"13333,33333","0,8"
P00012,C00001,CLI00725,CRI,V00060,SUC00022,1/3/2019,46,500.000,"10869,56522",90.000
P00012,C00001,CLI00325,ARG,V00032,SUC00057,18/6/2018,10,120.000,12000,14.400
P00012,C00001,CLI00325,ARG,V00032,SUC00057,18/6/2021,10,120.000,12000,14.400
P00012,C00001,CLI00325,HON,V00020,SUC00032,10/8/2019,32,570.000,"17812,5",39.900
P00012,C00001,CLI00318,ESP,V00063,SUC00027,11/4/2018,36,730.000,"20277,77778",58.400
P00012,C00001,CLI00318,ESP,V00063,SUC00027,11/4/2021,36,730.000,"20277,77778",58.400
P00012,C00001,CLI00541,ESP,V00012,SUC00050,10/3/2019,10,110.000,11000,"0,66"
P00012,C00001,CLI00672,PAR,V00002,SUC00047,19/11/2017,12,130.000,"10833,33333",11.700
P00012,C00001,CLI00368,DOM,V00054,SUC00040,19/9/2017,2,30.000,15000,"0,51"
P00012,C00001,CLI00442,PER,V00038,SUC00035,18/8/2019,39,410.000,"10512,82051",45.100
P00012,C00001,CLI00616,ARG,V00032,SUC00057,4/7/2018,39,400.000,"10256,41026",20.000
P00012,C00001,CLI00616,ARG,V00032,SUC00057,4/7/2021,39,400.000,"10256,41026",20.000
P00012,C00001,CLI00616,CHI,V00008,SUC00033,4/2/2017,6,70.000,"11666,66667","0,77"
P00012,C00001,CLI00616,COL,V00039,SUC00012,4/2/2017,12,240.000,20000,40.800
P00012,C00001,CLI00616,GUA,V00005,SUC00013,14/1/2016,3,40.000,"13333,33333","0,44"
P00012,C00001,CLI00616,GUA,V00005,SUC00013,14/11/2019,3,40.000,"13333,33333","0,44"
P00012,C00001,CLI00381,GUA,V00011,SUC00028,2/2/2018,3,40.000,"13333,33333","0,2"
P00012,C00001,CLI00381,GUA,V00011,SUC00028,2/2/2021,3,40.000,"13333,33333","0,2"
P00012,C00001,CLI00381,MEX,V00047,SUC00056,11/2/2018,10,110.000,11000,15.400
P00012,C00001,CLI00381,MEX,V00047,SUC00056,11/2/2021,10,110.000,11000,15.400
P00012,C00001,CLI00381,PER,V00038,SUC00035,2/2/2018,38,1.160.000,"30526,31579",127.600
P00012,C00001,CLI00381,PER,V00038,SUC00035,2/2/2021,38,1.160.000,"30526,31579",127.600
P00012,C00001,CLI00696,ESP,V00012,SUC00050,29/4/2019,1,20.000,20000,"0,24"
P00012,C00001,CLI00133,DOM,V00035,SUC00016,15/3/2018,20,220.000,11000,44.000
P00012,C00001,CLI00133,DOM,V00035,SUC00016,15/3/2021,20,220.000,11000,44.000
P00012,C00001,CLI00401,CRI,V00055,SUC00052,23/5/2017,14,150.000,"10714,28571",21.000
P00012,C00001,CLI00401,MEX,V00021,SUC00064,13/11/2016,31,390.000,"12580,64516",35.100
P00012,C00001,CLI00587,URU,V00041,SUC00058,25/6/2016,27,540.000,20000,91.800
P00012,C00001,CLI00034,ECU,V00050,SUC00023,24/8/2019,24,290.000,"12083,33333",43.500
P00012,C00001,CLI00034,ESP,V00061,SUC00014,7/5/2017,12,220.000,"18333,33333",37.400
P00012,C00001,CLI00034,PER,V00013,SUC00036,2/9/2019,50,520.000,10400,57.200
P00012,C00001,CLI00034,URU,V00041,SUC00058,3/8/2018,41,450.000,"10975,60976",45.000
P00012,C00001,CLI00034,URU,V00041,SUC00058,3/8/2021,41,450.000,"10975,60976",45.000
P00012,C00001,CLI00330,MEX,V00021,SUC00064,3/9/2018,36,740.000,"20555,55556",125.800
P00012,C00001,CLI00330,MEX,V00021,SUC00064,3/9/2021,36,740.000,"20555,55556",125.800
P00012,C00001,CLI00330,DOM,V00054,SUC00040,17/2/2019,6,70.000,"11666,66667",12.600
P00012,C00001,CLI00248,MEX,V00048,SUC00053,21/4/2016,21,220.000,"10476,19048",33.000
P00012,C00001,CLI00248,MEX,V00048,SUC00053,21/4/2020,21,220.000,"10476,19048",33.000
P00012,C00001,CLI00248,DOM,V00004,SUC00041,20/2/2016,24,280.000,"11666,66667",42.000
P00012,C00001,CLI00248,DOM,V00004,SUC00041,21/12/2019,24,280.000,"11666,66667",42.000
P00012,C00001,CLI00248,DOM,V00004,SUC00041,20/2/2020,24,280.000,"11666,66667",42.000
P00012,C00001,CLI00755,ECU,V00007,SUC00002,31/5/2017,24,250.000,"10416,66667",15.000
P00012,C00001,CLI00108,MEX,V00047,SUC00056,24/3/2016,17,180.000,"10588,23529",14.400
P00012,C00001,CLI00108,MEX,V00047,SUC00056,23/1/2020,17,180.000,"10588,23529",14.400
P00012,C00001,CLI00108,MEX,V00047,SUC00056,24/3/2020,17,180.000,"10588,23529",14.400
P00012,C00001,CLI00108,MEX,V00019,SUC00005,2/2/2018,4,50.000,12500,"0,95"
P00012,C00001,CLI00108,MEX,V00019,SUC00005,2/2/2021,4,50.000,12500,"0,95"
P00012,C00001,CLI00570,ESP,V00061,SUC00014,9/4/2018,3,40.000,"13333,33333","0,68"
P00012,C00001,CLI00570,ESP,V00061,SUC00014,9/4/2021,3,40.000,"13333,33333","0,68"
P00012,C00001,CLI00277,GUA,V00005,SUC00013,1/3/2019,28,370.000,"13214,28571",70.300
P00012,C00001,CLI00094,GUA,V00011,SUC00028,23/9/2019,21,260.000,"12380,95238",33.800
P00012,C00001,CLI00106,GUA,V00056,SUC00017,13/2/2016,42,1.270.000,"30238,09524",190.500
P00012,C00001,CLI00106,GUA,V00056,SUC00017,14/12/2019,42,1.270.000,"30238,09524",190.500
P00012,C00001,CLI00106,GUA,V00056,SUC00017,13/2/2020,42,1.270.000,"30238,09524",190.500
P00012,C00001,CLI00287,ESP,V00061,SUC00014,6/1/2016,19,200.000,"10526,31579",18.000
P00012,C00001,CLI00287,ESP,V00061,SUC00014,6/11/2019,19,200.000,"10526,31579",18.000
P00012,C00001,CLI00702,ARG,V00058,SUC00024,13/9/2017,4,60.000,15000,"0,9"
P00012,C00001,CLI00702,ECU,V00029,SUC00025,2/3/2017,6,70.000,"11666,66667","0,84"
P00012,C00001,CLI00702,ESP,V00012,SUC00050,11/1/2017,47,590.000,"12553,19149",35.400
P00012,C00001,CLI00237,ARG,V00058,SUC00024,2/8/2017,7,80.000,"11428,57143",12.800
P00012,C00001,CLI00425,PAR,V00044,SUC00042,26/7/2016,50,530.000,10600,90.100
P00012,C00001,CLI00425,DOM,V00059,SUC00011,20/3/2016,33,370.000,"11212,12121",55.500
P00012,C00001,CLI00425,DOM,V00059,SUC00011,19/1/2020,33,370.000,"11212,12121",55.500
P00012,C00001,CLI00425,DOM,V00059,SUC00011,20/3/2020,33,370.000,"11212,12121",55.500
P00012,C00001,CLI00028,GUA,V00015,SUC00004,2/12/2018,42,440.000,"10476,19048",30.800
P00012,C00001,CLI00447,GUA,V00016,SUC00007,6/7/2016,20,250.000,12500,40.000
P00012,C00001,CLI00589,PER,V00040,SUC00061,21/5/2017,2,30.000,15000,"0,6"
P00012,C00001,CLI00589,DOM,V00028,SUC00044,20/10/2016,18,290.000,"16111,11111",23.200
P00012,C00001,CLI00589,DOM,V00028,SUC00044,20/10/2020,18,290.000,"16111,11111",23.200
P00012,C00001,CLI00036,HON,V00020,SUC00032,3/11/2016,41,510.000,"12439,02439",35.700
P00005,C00003,CLI00342,ARG,V00042,SUC00043,31/5/2018,32,510.000,"15937,5",45.900
P00005,C00003,CLI00342,ARG,V00042,SUC00043,31/5/2021,32,510.000,"15937,5",45.900
P00005,C00003,CLI00399,CRI,V00022,SUC00037,2/7/2019,34,860.000,"25294,11765",51.600
P00005,C00003,CLI00756,COL,V00018,SUC00038,21/3/2019,16,170.000,10625,28.900
P00005,C00003,CLI00724,MEX,V00047,SUC00056,6/10/2019,8,90.000,11250,"0,72"
P00005,C00003,CLI00501,CRI,V00001,SUC00031,12/12/2016,39,470.000,"12051,28205",56.400
P00005,C00003,CLI00501,ESP,V00063,SUC00027,3/4/2019,39,540.000,"13846,15385",97.200
P00005,C00003,CLI00227,ESP,V00063,SUC00027,2/1/2016,32,810.000,"25312,5",153.900
P00005,C00003,CLI00227,ESP,V00063,SUC00027,2/11/2019,32,810.000,"25312,5",153.900
P00005,C00003,CLI00644,CHI,V00008,SUC00033,16/7/2018,2,60.000,30000,10.800
P00005,C00003,CLI00644,CHI,V00008,SUC00033,16/7/2021,2,60.000,30000,10.800
P00005,C00003,CLI00644,DOM,V00059,SUC00011,19/5/2017,42,570.000,"13571,42857",34.200
P00005,C00003,CLI00524,CRI,V00060,SUC00022,29/10/2017,4,50.000,12500,"0,45"
P00005,C00003,CLI00196,ESP,V00061,SUC00014,3/6/2016,50,1.320.000,26400,158.400
P00005,C00003,CLI00445,COL,V00031,SUC00054,8/9/2018,43,490.000,"11395,34884",34.300
P00005,C00003,CLI00445,COL,V00031,SUC00054,8/9/2021,43,490.000,"11395,34884",34.300
P00005,C00003,CLI00445,PAR,V00025,SUC00049,7/2/2018,36,480.000,"13333,33333",33.600
P00005,C00003,CLI00445,PAR,V00025,SUC00049,7/2/2021,36,480.000,"13333,33333",33.600
P00005,C00003,CLI00471,HON,V00006,SUC00030,23/2/2017,13,150.000,"11538,46154",19.500
P00005,C00003,CLI00687,PAR,V00044,SUC00042,9/2/2019,2,50.000,25000,"0,85"
P00005,C00003,CLI00704,PAR,V00002,SUC00047,25/5/2019,37,500.000,"13513,51351",65.000
P00005,C00003,CLI00555,CHI,V00030,SUC00051,4/9/2018,21,1.000.000,"47619,04762",100.000
P00005,C00003,CLI00555,CHI,V00030,SUC00051,4/9/2021,21,1.000.000,"47619,04762",100.000
P00005,C00003,CLI00555,URU,V00065,SUC00039,30/10/2019,10,130.000,13000,10.400
P00005,C00003,CLI00100,ARG,V00053,SUC00006,4/6/2017,40,440.000,11000,57.200
P00005,C00003,CLI00100,ARG,V00053,SUC00006,4/6/2020,40,440.000,11000,57.200
P00005,C00003,CLI00351,ECU,V00064,SUC00060,8/8/2019,2,30.000,15000,"0,3"
P00005,C00003,CLI00636,ECU,V00050,SUC00023,9/3/2017,18,300.000,"16666,66667",57.000
P00005,C00003,CLI00636,PAR,V00033,SUC00018,4/10/2019,14,250.000,"17857,14286",45.000
P00005,C00003,CLI00604,CRI,V00060,SUC00022,2/10/2016,43,1.130.000,"26279,06977",101.700
P00005,C00003,CLI00604,CRI,V00060,SUC00022,2/10/2020,43,1.130.000,"26279,06977",101.700
P00005,C00003,CLI00074,COL,V00046,SUC00019,18/3/2016,18,220.000,"12222,22222",24.200
P00005,C00003,CLI00074,COL,V00046,SUC00019,17/1/2020,18,220.000,"12222,22222",24.200
P00005,C00003,CLI00074,COL,V00046,SUC00019,18/3/2020,18,220.000,"12222,22222",24.200
P00005,C00003,CLI00327,MEX,V00019,SUC00005,10/4/2018,12,150.000,12500,16.500
P00005,C00003,CLI00327,MEX,V00019,SUC00005,10/4/2021,12,150.000,12500,16.500
P00005,C00003,CLI00069,ARG,V00053,SUC00006,20/9/2017,8,90.000,11250,"0,45"
P00005,C00003,CLI00069,PAR,V00025,SUC00049,12/11/2016,10,160.000,16000,27.200
P00005,C00003,CLI00321,ECU,V00036,SUC00029,21/7/2017,42,960.000,"22857,14286",115.200
P00005,C00003,CLI00321,ECU,V00036,SUC00029,21/7/2020,42,960.000,"22857,14286",115.200
P00005,C00003,CLI00321,HON,V00034,SUC00062,22/2/2018,24,600.000,25000,108.000
P00005,C00003,CLI00321,HON,V00034,SUC00062,22/2/2021,24,600.000,25000,108.000
P00005,C00003,CLI00472,ARG,V00042,SUC00043,18/2/2018,8,90.000,11250,14.400
P00005,C00003,CLI00472,ARG,V00042,SUC00043,18/2/2021,8,90.000,11250,14.400
P00005,C00003,CLI00385,URU,V00041,SUC00058,19/9/2019,26,950.000,"36538,46154",57.000
P00005,C00003,CLI00520,CHI,V00008,SUC00033,26/1/2017,47,550.000,"11702,12766",77.000
P00005,C00003,CLI00520,PER,V00037,SUC00010,25/7/2017,26,690.000,"26538,46154",138.000
P00005,C00003,CLI00520,PER,V00037,SUC00010,25/7/2020,26,690.000,"26538,46154",138.000
P00005,C00003,CLI00126,COL,V00031,SUC00054,15/11/2016,39,470.000,"12051,28205",79.900
P00005,C00003,CLI00009,PER,V00040,SUC00061,23/7/2018,13,140.000,"10769,23077",23.800
P00005,C00003,CLI00009,PER,V00040,SUC00061,23/7/2021,13,140.000,"10769,23077",23.800
P00005,C00003,CLI00664,ARG,V00017,SUC00045,12/11/2018,38,600.000,"15789,47368",102.000
P00005,C00003,CLI00664,ARG,V00017,SUC00045,12/11/2020,38,600.000,"15789,47368",102.000
P00005,C00003,CLI00664,ECU,V00029,SUC00025,8/6/2018,5,60.000,12000,12.000
P00005,C00003,CLI00664,ECU,V00029,SUC00025,8/6/2021,5,60.000,12000,12.000
P00005,C00003,CLI00136,HON,V00020,SUC00032,26/5/2017,19,220.000,"11578,94737",41.800
P00005,C00003,CLI00716,MEX,V00047,SUC00056,17/6/2016,33,380.000,"11515,15152",68.400
P00005,C00003,CLI00139,CRI,V00060,SUC00022,1/4/2017,16,240.000,15000,24.000
P00005,C00003,CLI00062,GUA,V00056,SUC00017,8/3/2019,12,130.000,"10833,33333",19.500
P00005,C00003,CLI00700,ESP,V00063,SUC00027,26/5/2019,45,720.000,16000,115.200
P00005,C00003,CLI00077,ARG,V00032,SUC00057,26/8/2019,9,180.000,20000,25.200
P00005,C00003,CLI00077,PAR,V00025,SUC00049,3/7/2017,36,640.000,"17777,77778",44.800
P00005,C00003,CLI00077,PAR,V00025,SUC00049,3/7/2020,36,640.000,"17777,77778",44.800
